id,name,code,rank,parent_unit,section_number,docx_paragraph_start,docx_paragraph_end,source_pages,age,lithology,thickness,contacts,distribution,fossils,correlation,available_sections,missing_sections,integration_ready,raw_heading,clean_heading,raw_text_excerpt,clean_text_excerpt,extraction_confidence
unit_0001,Polonezköy Grubu,Op,grup,,IV.1.1,768,771,[],,"Polonezköy Grubu, İİstanbul il alanı ve yakın dolayında yüzeyleyen en yaşlı kaya birimidir. Karasal ortam koşullarında çökelmiş toplam birkaç bin metre kalınlıkta kırıntılı kaya birimlerini kapsayan bu istif, Özgül (2005) tarafından, yüzeylemelerinin geniş alan kapladığı Polonezköy'ün adıyla, gurup aşamasında adlandırılmıştır. İİstanbul'un yalnızca Anadolu yakasında yüzeyleyen (Şekil 9) Polonezköy Grubu Kocatöngel Formasyonu ve Kurtköy Formasyonu olmak üzere iki formasyondan oluşur (Şekil 10). Şekil 9. Kocatöngel ve Kurtköy formasyonlarının yüzeyleme haritası.",,,"Polonezköy Grubu, İİstanbul il alanı ve yakın dolayında yüzeyleyen en yaşlı kaya birimidir. Karasal ortam koşullarında çökelmiş toplam birkaç bin metre kalınlıkta kırıntılı kaya birimlerini kapsayan bu istif, Özgül (2005) tarafından, yüzeylemelerinin geniş alan kapladığı Polonezköy'ün adıyla, gurup aşamasında adlandırılmıştır. İİstanbul'un yalnızca Anadolu yakasında yüzeyleyen (Şekil 9) Polonezköy Grubu Kocatöngel Formasyonu ve Kurtköy Formasyonu olmak üzere iki formasyondan oluşur (Şekil 10).",,,"[""definition""]","[""lithology"", ""contacts_thickness"", ""fossils_age"", ""correlation""]",False,IV.1.1. Polonezköy Gurubu (Op),IV.1.1. Polonezköy Grubu (Op),"Tanım ve ad. Polonezköy Gurubu, İstanbul il alanı ve yakın dolayında yüzeyleyen en yaşlı kaya birimidir. Karasal ortam koşullarında çökelmiş toplam birkaç bin metre kalınlıkta kırıntılı kaya birimlerini kapsayan bu istif, Özgül (2005) tarafından, yüzeylemelerinin geniş alan kapladığı Polonezköy’ün adıyla, gurup aşamasında adlandırılmıştır. İstanbul’un yalnızca Anadolu yakasında yüzeyleyen (Şekil 9) Polonezköy Gurubu Kocatöngel Formasyonu ve Kurtköy Formasyonu olmak üzere iki formasyondan oluşur (Şekil 10). Şekil 9. Kocatöngel ve Kurtköy formasyonlarının yüzeyleme haritası.","Tanım ve ad. Polonezköy Grubu, İİstanbul il alanı ve yakın dolayında yüzeyleyen en yaşlı kaya birimidir. Karasal ortam koşullarında çökelmiş toplam birkaç bin metre kalınlıkta kırıntılı kaya birimlerini kapsayan bu istif, Özgül (2005) tarafından, yüzeylemelerinin geniş alan kapladığı Polonezköy'ün adıyla, gurup aşamasında adlandırılmıştır. İİstanbul'un yalnızca Anadolu yakasında yüzeyleyen (Şekil 9) Polonezköy Grubu Kocatöngel Formasyonu ve Kurtköy Formasyonu olmak üzere iki formasyondan oluşur (Şekil 10). Şekil 9. Kocatöngel ve Kurtköy formasyonlarının yüzeyleme haritası.",high
unit_0002,Kocatöngel Formasyonu,Opkc,formasyon,unit_0001,IV.1.1.1,772,789,[],"Kocatöngel Formasyonu'nun İİstanbul dolayındaki yüzeylemelerinde, yaş belirleyecek herhangi bir fosile rastlanmamıştır. Formasyon Alt Ordovisiyen yaşta Kurtköy Formasyonu'na ait Bakacak Üyesi tarafından geçişli olarak üstlenir. Eflâni-Araç ilçeleri arasında yer alan Karadere vadisi dolaylarında, Bakacak Formasyonu adıyla incelenmiş olan benzer özellikteki istifin yaşı, akritark fosil kapsamına göre Erken Ordovisiyen (Tremadosiyen) olarak belirlenmiştir (Dean ve diğ., 1997). Kocatöngel Formasyonu'nun dolaylı olarak Erken Ordovisiyen yaşta olduğu düşünülmektedir.","Koyu yeşil, yeşilimsi külrengi, günlenme yüzeyi açık kahverengi, boz miltaşı-kiltaşı formasyonun egemen kayatürünü oluşturur. Kalınlığı yer yer 1m' yi bulan ince taneli kumtaşı aradüzeylerini içerir. 1-2 mm' yi geçmeyen kalınlıkta, açıklı koyulu mil-kil laminalarının ardalanmasından oluşan varvlı yapı gelişmiştir (Şekil 11). Formasyonun çok büyük bölümünde izlenen varvlı yapı Yayalar, Pendik, Trakya vb. formasyonların kırıntılarından ayırt edilmesini kolaylaştıran ayırtman özelliğini oluşturur. Şekil 11. Kocatöngel Formasyonu'nun egemen kayatürünü oluşturan varvlı yapılı kiltaşı-miltaşından görüntüler. Taze yüzeyi yeşilimsi külrengi olan birimin, bozunma sonucu kahverengi-boz renk kazandığı görülüyor. (Reşadiye köyünün kuzeybatısı).","Formasyonu'nun tabanı il alanında açığa çıkmadığından, alt dokanağının özelliği bilinmemektedir. Kurtköy Formasyonu'nun Bakacak Üyesi tarafından uyumlu ve geçişli olarak üstlenir. Formasyonun Yeniçiftlik deresi vadisinde yüzeylemesi için 1500-2000m arasında kalınlık öngörülmüştür (Özgül ve diğ., 2005; Gedik ve diğ., 2005). Kocatöngel Formasyonu Tip yeri dışında, Mahmutşevketpaşa köyünün batısında yeralan Zerzevatçı köyünün güneyinde, Tepeören–Akfırat köyleri arasında kalan alanda, Koç Lisesi dolayında, İİstanbul Park yarış pisti tesisleri ile Tepeören Köyü arasındaki karayolunun geçtiği alandaki site inşaatlarının temel kazılarında ve Esenceli Köyü ile Şile yolu arasındaki Ömerli Baraj gölüne akan dereler boyunca yüzeylemektedir. Fosil kapsamı ve Yaş. Kocatöngel Formasyonu'nun İİstanbul dolayındaki yüzeylemelerinde, yaş belirleyecek herhangi bir fosile rastlanmamıştır. Formasyon Alt Ordovisiyen yaşta Kurtköy Formasyonu'na ait Bakacak Üyesi tarafından geçişli olarak üstlenir. Eflâni-Araç ilçeleri arasında yer alan Karadere vadisi dolaylarında, Bakacak Formasyonu adıyla incelenmiş olan benzer özellikteki istifin yaşı, akritark fosil kapsamına göre Erken Ordovisiyen (Tremadosiyen) ola","Formasyonu'nun tabanı il alanında açığa çıkmadığından, alt dokanağının özelliği bilinmemektedir. Kurtköy Formasyonu'nun Bakacak Üyesi tarafından uyumlu ve geçişli olarak üstlenir. Formasyonun Yeniçiftlik deresi vadisinde yüzeylemesi için 1500-2000m arasında kalınlık öngörülmüştür (Özgül ve diğ., 2005; Gedik ve diğ., 2005). Kocatöngel Formasyonu Tip yeri dışında, Mahmutşevketpaşa köyünün batısında yeralan Zerzevatçı köyünün güneyinde, Tepeören–Akfırat köyleri arasında kalan alanda, Koç Lisesi dolayında, İİstanbul Park yarış pisti tesisleri ile Tepeören Köyü arasındaki karayolunun geçtiği alandaki site inşaatlarının temel kazılarında ve Esenceli Köyü ile Şile yolu arasındaki Ömerli Baraj gölüne akan dereler boyunca yüzeylemektedir. Fosil kapsamı ve Yaş. Kocatöngel Formasyonu'nun İİstanbul dolayındaki yüzeylemelerinde, yaş belirleyecek herhangi bir fosile rastlanmamıştır. Formasyon Alt Ordovisiyen yaşta Kurtköy Formasyonu'na ait Bakacak Üyesi tarafından geçişli olarak üstlenir. Eflâni-Araç ilçeleri arasında yer alan Karadere vadisi dolaylarında, Bakacak Formasyonu adıyla incelenmiş olan benzer özellikteki istifin yaşı, akritark fosil kapsamına göre Erken Ordovisiyen (Tremadosiyen) ola","Başlıca laminalı miltaşı, kiltaşı ve ince taneli kumtaşından oluşan formasyonun, Sakarya ilinin KD'sunda Çamdağ-Kocatöngel köyü dolaylarında yüzeylemeleri Yazman ve Çokuğraş (1983) tarafından ""Kocatöngel Formasyonu"" adıyla incelenmiş, bu ad Stratigrafi Komitesi tarafından benimsenmiştir (Tüysüz ve diğ., 2004 de). Formasyonun İİstanbul il sınırları içinde varlığı Gedik ve Aksay (2002) tarafından saptanmıştır.",,,"[""contacts_thickness"", ""definition"", ""lithology"", ""type_location""]","[""fossils_age"", ""correlation""]",False,IV.1.1.1. Kocatöngel Formasyonu (Opkc),IV.1.1.1. Kocatöngel Formasyonu (Opkc),"Tanım ve ad. Başlıca laminalı miltaşı, kiltaşı ve ince taneli kumtaşından oluşan formasyonun, Sakarya ilinin KD’sunda Çamdağ-Kocatöngel köyü dolaylarında yüzeylemeleri Yazman ve Çokuğraş (1983) tarafından “Kocatöngel Formasyonu” adıyla incelenmiş, bu ad Stratigrafi Komitesi tarafından benimsenmiştir (Tüysüz ve diğ., 2004 de). Formasyonun İstanbul il sınırları içinde varlığı Gedik ve Aksay (2002) tarafından saptanmıştır. Tip yer. Önceki araştırıcılar tarafından formasyon için tip kesit yeri önerilmemiştir. Mahmutşevketpaşa köyünün güneyindeki Yeniçiftlik deresi vadisi (İstanbul-F22-d) Tip yeri niteliği taşır. Şekil 10. İstanbul Birliği’nin Paleozoyik kayastratigrafi birimlerinin genelleştirilmiş dikme kesiti (ölçeksiz). Kayatürü özellikleri. Koyu yeşil, yeşilimsi külrengi, günlenme yüzeyi açık kahverengi, boz miltaşı-kiltaşı formasyonun egemen kayatürünü oluşturur. Kalınlığı yer yer 1m’ y","Tanım ve ad. Başlıca laminalı miltaşı, kiltaşı ve ince taneli kumtaşından oluşan formasyonun, Sakarya ilinin KD'sunda Çamdağ-Kocatöngel köyü dolaylarında yüzeylemeleri Yazman ve Çokuğraş (1983) tarafından ""Kocatöngel Formasyonu"" adıyla incelenmiş, bu ad Stratigrafi Komitesi tarafından benimsenmiştir (Tüysüz ve diğ., 2004 de). Formasyonun İİstanbul il sınırları içinde varlığı Gedik ve Aksay (2002) tarafından saptanmıştır. Tip yer. Önceki araştırıcılar tarafından formasyon için tip kesit yeri önerilmemiştir. Mahmutşevketpaşa köyünün güneyindeki Yeniçiftlik deresi vadisi (İİstanbul-F22-d) Tip yeri niteliği taşır. Şekil 10. İİstanbul Birliği'nin Paleozoyik kayastratigrafi birimlerinin genelleştirilmiş dikme kesiti (ölçeksiz). Kayatürü özellikleri. Koyu yeşil, yeşilimsi külrengi, günlenme yüzeyi açık kahverengi, boz miltaşı-kiltaşı formasyonun egemen kayatürünü oluşturur. Kalınlığı yer yer 1m",high
unit_0003,Kurtköy Formasyonu,Opk,formasyon,unit_0001,IV.1.1.2,790,796,[],,"Kurtköy Formasyonu açıklı koyulu mor-eflatun, şarabi renkli, arkoz bileşimli, kumtaşı, miltaşı, kiltaşı ve çakıltaşından oluşur. İstifin alt kesiminde kumtaşı arakatkılı, ince laminalı kiltaşı-miltaşı (Bakacak Üyesi), üst kesiminde ise değişik boyutlarda çakıltaşı mercek ve ara düzeylerini içeren kaba kumtaşı (Süreyyapaşa Üyesi) egemendir. Bakacak Üyesi, Kocatöngel Formasyonu'nun laminalı miltaşı katmanları üzerinde mor-bozkrem renk ardalanmalı, yer yer laminalı miltaşı-ince taneli kumtaşı düzeyi ile başlar (Şekil 13). Üst düzeylerinde, ufak çakıllı çakıltaşı arakatkılı, mor renkli miltaşı, kumtaşı egemen olur. Mor-boz renk ardalanmasından oluşan alacalı rengi, Kocatöngel Formasyonu'nun tüm düzeylerinde görülen laminalı düzeyleri seyrek olarak kapsayışı ve tane boyunun üste doğru irileşmesiyle Kocatöngel Formasyonu'ndan ayırtedilir. Üst düzeylerinde, özellikle Süreyyapaşa Üyesi'ne yaklaştıkça, kaba kum–çakılcık boyu gereç artar ve renk bütünüyle morlaşır. Üye Kocatöngel Formasyonu ve Süreyyapaşa Üyesi'nin katmanları arasında geçiş zonunu oluşturur.",,,"Kurtköy Formasyonu, arkoz türü kızılımsı, mor, eflatun renkli kırıntılı kayalardan oluşur (Şekil 12). Haas (1968), formasyonun Kurtköy dolayında geniş alan kapladığını göz önünde tutarak birimi Kurtköy Formasyonu (Kurtköy Schichten) adıyla incelenmiştir. Kaya (1978) Önalan (1981) ve Tüysüz ve diğ.",,,"[""definition"", ""lithology"", ""type_location""]","[""contacts_thickness"", ""fossils_age"", ""correlation""]",False,IV.1.1.2. Kurtköy Formasyonu (Opk),IV.1.1.2. Kurtköy Formasyonu (Opk),"Tanım ve ad. Kurtköy Formasyonu, arkoz türü kızılımsı, mor, eflatun renkli kırıntılı kayalardan oluşur (Şekil 12). Paeckelmann (1938) bu istifi, Siluriyen sonu yaşta düşündüğü, altta taban çakıltaşı (Hauptkonglomerat) düzeyi ile başlayan ve arkoz (Arkoz-Horizont) olarak devam eden “Quarzit-Serie” içinde tanımlamıştır. Altınlı (1951 a) istifi “Arkozlar” başlığı altında incelemiştir. Haas (1968), formasyonun Kurtköy dolayında geniş alan kapladığını göz önünde tutarak birimi Kurtköy Formasyonu (Kurtköy Schichten) adıyla incelenmiştir. Kaya (1978) Önalan (1981) ve Tüysüz ve diğ. (2004) tarafından aynı ad kullanmıştır. Özgül (2005) formasyonun boz-mor-eflatun renk ardalanmalı, kumtaşı arakatkılı miltaşlarının egemen olduğu alt düzeyini Bakacak Üyesi ve çakıltaşı arakatkılı şarabi-mor kumtaşından oluşan üst düzeyini ise Süreyyapaşa Üyesi adlarıyla incelenmiştir (Şekil 10). Formasyon Kayış dağı","Tanım ve ad. Kurtköy Formasyonu, arkoz türü kızılımsı, mor, eflatun renkli kırıntılı kayalardan oluşur (Şekil 12). Paeckelmann (1938) bu istifi, Siluriyen sonu yaşta düşündüğü, altta taban çakıltaşı (Hauptkonglomerat) düzeyi ile başlayan ve arkoz (Arkoz-Horizont) olarak devam eden ""Quarzit-Serie"" içinde tanımlamıştır. Altınlı (1951 a) istifi ""Arkozlar"" başlığı altında incelemiştir. Haas (1968), formasyonun Kurtköy dolayında geniş alan kapladığını göz önünde tutarak birimi Kurtköy Formasyonu (Kurtköy Schichten) adıyla incelenmiştir. Kaya (1978) Önalan (1981) ve Tüysüz ve diğ. (2004) tarafından aynı ad kullanmıştır. Özgül (2005) formasyonun boz-mor-eflatun renk ardalanmalı, kumtaşı arakatkılı miltaşlarının egemen olduğu alt düzeyini Bakacak Üyesi ve çakıltaşı arakatkılı şarabi-mor kumtaşından oluşan üst düzeyini ise Süreyyapaşa Üyesi adlarıyla incelenmiştir (Şekil 10). Formasyon Kayış dağı",high
unit_0004,Bakacak Üyesi,Opkb,üye,unit_0003,IV.1.1.2.1,797,802,[],,"Kurtköy Formasyonu'nun alt düzeyini oluşturur. Sakarya ilinin kuzeyinde yer alan Çamdağ dolayında yüzeyleyen benzer kayatürü ve stratigrafi özellikleri taşıyan istif ""Bakacak Formasyonu"" adıyla tanımlanmıştır (Yazman ve Çokuğraş, 1983). Gedik ve diğ. (2002; 2005) ve Aksay (2004: SK, 2004 den) tarafından aynı ad kullanılmıştır. Özgül (2005), birbirleriyle yanal ve düşey geçişli olan ve egemen kayatürü, renk ve ortam özellikleri açısından aralarında yakın benzerlik bulunan, ve çoğu durumlarda sahada birbirinden ayırtlanması güç olan Kurtköy ve Bakacak istiflerinin tümünü, ""Kurtköy Formasyonu"" adı altında birleştirmiş ve önceki araştırıcıların Bakacak Formasyonu adıyla inceledikleri istifi, aynı coğrafya adı altında fakat Kurtköy Formasyonu'nun kapsamında üye aşamasında tanımlamıştır. Şekil 13. Bakacak Üyesi'nin mor-boz renk ardalanmalı miltaşı-kumtaşı düzeyinden görüntü (Reşadiye köyü dolayı). Yeniçiftlik deresi vadisindeki az çok tekdüze katman eğimli kesitinin yer aldığı yüzeylemesinde Özgül (2005)'e göre birim kalınlığı 500m dolayındadır. Zerzevatçı köyü güneyinde, Polonezköy yolunun yarmalarında, Alemdağ kasabasının kuzeyinde, Tepeören– Akfırat köyleri arasında kalan alanda, Ataş",,,"Kurtköy Formasyonu'nun alt düzeyini oluşturur. Sakarya ilinin kuzeyinde yer alan Çamdağ dolayında yüzeyleyen benzer kayatürü ve stratigrafi özellikleri taşıyan istif ""Bakacak Formasyonu"" adıyla tanımlanmıştır (Yazman ve Çokuğraş, 1983). Özgül (2005), birbirleriyle yanal ve düşey geçişli olan ve egemen kayatürü, renk ve ortam özellikleri açısından aralarında yakın benzerlik bulunan, ve çoğu durumlarda sahada birbirinden ayırtlanması güç olan Kurtköy ve Bakacak istiflerinin tümünü, ""Kurtköy Formasyonu"" adı altında birleştirmiş ve önceki araştırıcıların Bakacak Formasyonu adıyla inceledikleri istifi, aynı coğrafya adı altında fakat Kurtköy Formasyonu'nun kapsamında üye aşamasında tanımlamıştır.",,,"[""definition""]","[""lithology"", ""contacts_thickness"", ""fossils_age"", ""correlation""]",False,"IV.1.1.2.1. Bakacak Üyesi (Opkb): Kurtköy Formasyonu’nun alt düzeyini oluşturur. Sakarya ilinin kuzeyinde yer alan Çamdağ dolayında yüzeyleyen benzer kayatürü ve stratigrafi özellikleri taşıyan istif “Bakacak Formasyonu” adıyla tanımlanmıştır (Yazman ve Çokuğraş, 1983). Gedik ve diğ. (2002; 2005) ve Aksay (2004: SK, 2004 den)  tarafından aynı ad kullanılmıştır. Özgül (2005), birbirleriyle yanal ve düşey geçişli olan ve egemen kayatürü, renk ve ortam özellikleri açısından aralarında yakın benzerlik bulunan, ve çoğu durumlarda  sahada birbirinden ayırtlanması güç olan Kurtköy ve Bakacak istiflerinin tümünü, “Kurtköy","IV.1.1.2.1. Bakacak Üyesi (Opkb): Kurtköy Formasyonu'nun alt düzeyini oluşturur. Sakarya ilinin kuzeyinde yer alan Çamdağ dolayında yüzeyleyen benzer kayatürü ve stratigrafi özellikleri taşıyan istif ""Bakacak Formasyonu"" adıyla tanımlanmıştır (Yazman ve Çokuğraş, 1983). Gedik ve diğ. (2002; 2005) ve Aksay (2004: SK, 2004 den) tarafından aynı ad kullanılmıştır. Özgül (2005), birbirleriyle yanal ve düşey geçişli olan ve egemen kayatürü, renk ve ortam özellikleri açısından aralarında yakın benzerlik bulunan, ve çoğu durumlarda sahada birbirinden ayırtlanması güç olan Kurtköy ve Bakacak istiflerinin tümünü, ""Kurtköy","Kurtköy Formasyonu'nun alt düzeyini oluşturur. Sakarya ilinin kuzeyinde yer alan Çamdağ dolayında yüzeyleyen benzer kayatürü ve stratigrafi özellikleri taşıyan istif ""Bakacak Formasyonu"" adıyla tanımlanmıştır (Yazman ve Çokuğraş, 1983). Gedik ve diğ. (2002; 2005) ve Aksay (2004: SK, 2004 den) tarafından aynı ad kullanılmıştır. Özgül (2005), birbirleriyle yanal ve düşey geçişli olan ve egemen kayatürü, renk ve ortam özellikleri açısından aralarında yakın benzerlik bulunan, ve çoğu durumlarda sahada birbirinden ayırtlanması güç olan Kurtköy ve Bakacak istiflerinin tümünü, ""Kurtköy Formasyonu” adı altında birleştirmiş ve önceki araştırıcıların Bakacak Formasyonu adıyla inceledikleri istifi, aynı coğrafya adı altında fakat Kurtköy Formasyonu’nun kapsamında üye aşamasında tanımlamıştır. Şekil 13. Bakacak Üyesi’nin mor-boz renk ardalanmalı miltaşı-kumtaşı düzeyinden görüntü (Reşadiye köyü dola","Kurtköy Formasyonu'nun alt düzeyini oluşturur. Sakarya ilinin kuzeyinde yer alan Çamdağ dolayında yüzeyleyen benzer kayatürü ve stratigrafi özellikleri taşıyan istif ""Bakacak Formasyonu"" adıyla tanımlanmıştır (Yazman ve Çokuğraş, 1983). Gedik ve diğ. (2002; 2005) ve Aksay (2004: SK, 2004 den) tarafından aynı ad kullanılmıştır. Özgül (2005), birbirleriyle yanal ve düşey geçişli olan ve egemen kayatürü, renk ve ortam özellikleri açısından aralarında yakın benzerlik bulunan, ve çoğu durumlarda sahada birbirinden ayırtlanması güç olan Kurtköy ve Bakacak istiflerinin tümünü, ""Kurtköy Formasyonu"" adı altında birleştirmiş ve önceki araştırıcıların Bakacak Formasyonu adıyla inceledikleri istifi, aynı coğrafya adı altında fakat Kurtköy Formasyonu'nun kapsamında üye aşamasında tanımlamıştır. Şekil 13. Bakacak Üyesi'nin mor-boz renk ardalanmalı miltaşı-kumtaşı düzeyinden görüntü (Reşadiye köyü dola",high
unit_0005,Süreyyapaşa Üyesi,Opks,üye,unit_0003,IV.1.1.2.1,803,814,[],,"Kurtköy Formasyonu'nun büyük bölümünü oluşturan üye, başlıca arkozik kumtaşından oluşur; değişik düzeylerinde miltaşı ve çakıltaşı mercek ve arakatkılarını kapsar. Önalan (1981) istifin kumtaşı-şşeyl ardalanmasından oluşan bölümünü ""Süreyyapaşa Üyesi"", çakıltaşlarını ise ""Maltepe Üyesi"" adlarıyla incelemiştir. Özgül (2005), istifin egemen kaya türününün kumtaşı olduğunu, çakıltaşlarının ise değişik düzeylerde yer alan, boyları katman ölçeğinden, onlarca metreye değin değişen irili ufaklı mercek ve düşey ve yanal yönde giriklik gösteren arakatkılar halinde bulunduğunu göz önünde tutarak, istifin Süreyyapaşa Üyesi olarak tek bir üye adıyla adlandırılmasını yeğlemiştir. Süreyyapaşa Üyesi, büyük bölümüyle mor-eflatun-şarabi, yer yer yeşilimsi kül rengi, ortakalın katmanlı, mor-şarabi miltaşı-kiltaşı ara katkılı kaba taneli kumtaşından oluşur (Şekil 14). Miltaşı-kiltaşı ara düzeylerinin kalınlığı birkaç cm ile 30-40cm arasında değişir. Kumtaşı orta-zayıf boylanmalı yer yer derecelenmeli, yuvarlanmış - yarı yuvarlanmış, sıkı çimentolanmış, süt kuvars, kuvarsit, çakmaktaşı (chert), mağmatit ve metamorfit gereçlidir. Birim içinde tekne ve kama tipi çapraz katmanlanma yer yer iyi korunmuş b",,,"Kurtköy Formasyonu'nun büyük bölümünü oluşturan üye, başlıca arkozik kumtaşından oluşur; değişik düzeylerinde miltaşı ve çakıltaşı mercek ve arakatkılarını kapsar. Önalan (1981) istifin kumtaşı-şşeyl ardalanmasından oluşan bölümünü ""Süreyyapaşa Üyesi"", çakıltaşlarını ise ""Maltepe Üyesi"" adlarıyla incelemiştir. Özgül (2005), istifin egemen kaya türününün kumtaşı olduğunu, çakıltaşlarının ise değişik düzeylerde yer alan, boyları katman ölçeğinden, onlarca metreye değin değişen irili ufaklı mercek ve düşey ve yanal yönde giriklik gösteren arakatkılar halinde bulunduğunu göz önünde tutarak, istifin Süreyyapaşa Üyesi olarak tek bir üye adıyla adlandırılmasını yeğlemiştir.",,,"[""definition""]","[""lithology"", ""contacts_thickness"", ""fossils_age"", ""correlation""]",False,"IV.1.1.2.1. Süreyyapaşa Üyesi (Opks):  Kurtköy Formasyonu’nun büyük bölümünü oluşturan üye, başlıca arkozik kumtaşından oluşur; değişik düzeylerinde miltaşı ve çakıltaşı mercek ve arakatkılarını kapsar.  Önalan (1981) istifin kumtaşı-şeyil ardalanmasından oluşan bölümünü “Süreyyapaşa Üyesi”, çakıltaşlarını ise “Maltepe Üyesi” adlarıyla incelemiştir. Özgül (2005), istifin egemen kaya türününün kumtaşı olduğunu, çakıltaşlarının ise değişik düzeylerde yer alan, boyları katman ölçeğinden, onlarca metreye değin değişen irili ufaklı mercek ve düşey ve yanal yönde giriklik gösteren arakatkılar halinde bulunduğunu göz önünde tutarak, istifin Süreyyapaşa Üyesi olarak tek bir üye adıyla adlandırılmasını yeğlemiştir.","IV.1.1.2.1. Süreyyapaşa Üyesi (Opks): Kurtköy Formasyonu'nun büyük bölümünü oluşturan üye, başlıca arkozik kumtaşından oluşur; değişik düzeylerinde miltaşı ve çakıltaşı mercek ve arakatkılarını kapsar. Önalan (1981) istifin kumtaşı-şşeyl ardalanmasından oluşan bölümünü ""Süreyyapaşa Üyesi"", çakıltaşlarını ise ""Maltepe Üyesi"" adlarıyla incelemiştir. Özgül (2005), istifin egemen kaya türününün kumtaşı olduğunu, çakıltaşlarının ise değişik düzeylerde yer alan, boyları katman ölçeğinden, onlarca metreye değin değişen irili ufaklı mercek ve düşey ve yanal yönde giriklik gösteren arakatkılar halinde bulunduğunu göz önünde tutarak, istifin Süreyyapaşa Üyesi olarak tek bir üye adıyla adlandırılmasını yeğlemiştir.","Kurtköy Formasyonu'nun büyük bölümünü oluşturan üye, başlıca arkozik kumtaşından oluşur; değişik düzeylerinde miltaşı ve çakıltaşı mercek ve arakatkılarını kapsar. Önalan (1981) istifin kumtaşı-şşeyl ardalanmasından oluşan bölümünü ""Süreyyapaşa Üyesi"", çakıltaşlarını ise ""Maltepe Üyesi"" adlarıyla incelemiştir. Özgül (2005), istifin egemen kaya türününün kumtaşı olduğunu, çakıltaşlarının ise değişik düzeylerde yer alan, boyları katman ölçeğinden, onlarca metreye değin değişen irili ufaklı mercek ve düşey ve yanal yönde giriklik gösteren arakatkılar halinde bulunduğunu göz önünde tutarak, istifin Süreyyapaşa Üyesi olarak tek bir üye adıyla adlandırılmasını yeğlemiştir. Süreyyapaşa Üyesi, büyük bölümüyle mor-eflatun-şarabi, yer yer yeşilimsi kül rengi, ortakalın katmanlı, mor-şarabi miltaşı-kiltaşı ara katkılı kaba taneli kumtaşından oluşur (Şekil 14). Miltaşı-kiltaşı ara düzeylerinin kalın","Kurtköy Formasyonu'nun büyük bölümünü oluşturan üye, başlıca arkozik kumtaşından oluşur; değişik düzeylerinde miltaşı ve çakıltaşı mercek ve arakatkılarını kapsar. Önalan (1981) istifin kumtaşı-şşeyl ardalanmasından oluşan bölümünü ""Süreyyapaşa Üyesi"", çakıltaşlarını ise ""Maltepe Üyesi"" adlarıyla incelemiştir. Özgül (2005), istifin egemen kaya türününün kumtaşı olduğunu, çakıltaşlarının ise değişik düzeylerde yer alan, boyları katman ölçeğinden, onlarca metreye değin değişen irili ufaklı mercek ve düşey ve yanal yönde giriklik gösteren arakatkılar halinde bulunduğunu göz önünde tutarak, istifin Süreyyapaşa Üyesi olarak tek bir üye adıyla adlandırılmasını yeğlemiştir. Süreyyapaşa Üyesi, büyük bölümüyle mor-eflatun-şarabi, yer yer yeşilimsi kül rengi, ortakalın katmanlı, mor-şarabi miltaşı-kiltaşı ara katkılı kaba taneli kumtaşından oluşur (Şekil 14). Miltaşı-kiltaşı ara düzeylerinin kalın",high
